fact_card_key,customer_key,card_id,card_type,card_status,issue_date,expiry_date,credit_limit,utilization_pct,activation_flag
796,865,CARD0000000796,DEBIT,ACTIVE,2023-05-21,2028-05-19,0.0,0.0,True
797,865,CARD0000000797,DEBIT,ACTIVE,2022-10-23,2027-10-22,0.0,0.0,True
798,868,CARD0000000798,CREDIT_GOLD,ACTIVE,2024-12-28,2029-12-27,200000000.0,63.52,True
799,869,CARD0000000799,CREDIT_PLATINUM,ACTIVE,2025-09-10,2030-09-09,80000000.0,72.74,True
800,871,CARD0000000800,CREDIT_PLATINUM,ACTIVE,2023-11-18,2028-11-16,50000000.0,0.1,True
801,871,CARD0000000801,DEBIT,ACTIVE,2021-09-08,2026-09-07,0.0,0.0,True
802,872,CARD0000000802,DEBIT,BLOCKED,2022-02-13,2027-02-12,0.0,0.0,True
803,873,CARD0000000803,DEBIT,ACTIVE,2026-01-16,2031-01-15,0.0,0.0,True
804,873,CARD0000000804,DEBIT,ACTIVE,2023-05-25,2028-05-23,0.0,0.0,True
805,874,CARD0000000805,CREDIT_GOLD,ACTIVE,2021-12-20,2026-12-19,20000000.0,22.52,True
806,874,CARD0000000806,CREDIT_STANDARD,ACTIVE,2026-02-23,2031-02-22,120000000.0,19.13,True
807,875,CARD0000000807,CREDIT_GOLD,ACTIVE,2024-12-25,2029-12-24,20000000.0,5.52,True
808,875,CARD0000000808,DEBIT,EXPIRED,2021-06-15,2026-06-14,0.0,0.0,True
809,876,CARD0000000809,CREDIT_PLATINUM,ACTIVE,2025-02-08,2030-02-07,30000000.0,76.18,True
810,877,CARD0000000810,DEBIT,EXPIRED,2021-05-12,2026-05-11,0.0,0.0,True
811,877,CARD0000000811,CREDIT_GOLD,EXPIRED,2021-07-16,2026-07-15,80000000.0,48.57,True
812,878,CARD0000000812,CREDIT_GOLD,ACTIVE,2021-12-25,2026-12-24,120000000.0,29.79,True
813,878,CARD0000000813,CREDIT_PLATINUM,ACTIVE,2026-02-07,2031-02-06,50000000.0,79.37,True
814,879,CARD0000000814,DEBIT,ACTIVE,2025-06-11,2030-06-10,0.0,0.0,True
815,880,CARD0000000815,CREDIT_STANDARD,BLOCKED,2022-04-29,2027-04-28,80000000.0,44.42,False
816,880,CARD0000000816,CREDIT_STANDARD,ACTIVE,2025-06-06,2030-06-05,300000000.0,73.13,True
817,881,CARD0000000817,CREDIT_GOLD,ACTIVE,2023-01-05,2028-01-04,80000000.0,51.6,True
818,882,CARD0000000818,CREDIT_GOLD,ACTIVE,2025-02-25,2030-02-24,200000000.0,16.18,True
819,884,CARD0000000819,CREDIT_GOLD,ACTIVE,2021-11-01,2026-10-31,50000000.0,17.96,True
820,886,CARD0000000820,DEBIT,ACTIVE,2022-04-23,2027-04-22,0.0,0.0,True
821,887,CARD0000000821,CREDIT_GOLD,ACTIVE,2026-02-16,2031-02-15,20000000.0,69.15,True
822,888,CARD0000000822,CREDIT_PLATINUM,ACTIVE,2023-07-02,2028-06-30,80000000.0,83.54,True
823,888,CARD0000000823,DEBIT,ACTIVE,2023-10-14,2028-10-12,0.0,0.0,True
824,889,CARD0000000824,CREDIT_STANDARD,ACTIVE,2026-01-13,2031-01-12,30000000.0,30.7,True
825,889,CARD0000000825,CREDIT_GOLD,ACTIVE,2026-06-07,2031-06-06,30000000.0,32.86,True
826,890,CARD0000000826,CREDIT_GOLD,ACTIVE,2022-06-23,2027-06-22,200000000.0,4.12,True
827,890,CARD0000000827,CREDIT_PLATINUM,ACTIVE,2022-07-07,2027-07-06,20000000.0,9.34,True
828,891,CARD0000000828,DEBIT,ACTIVE,2022-01-26,2027-01-25,0.0,0.0,True
829,892,CARD0000000829,CREDIT_PLATINUM,ACTIVE,2025-04-19,2030-04-18,200000000.0,83.85,True
830,894,CARD0000000830,DEBIT,ACTIVE,2023-02-24,2028-02-23,0.0,0.0,True
831,896,CARD0000000831,DEBIT,ACTIVE,2024-10-26,2029-10-25,0.0,0.0,True
832,899,CARD0000000832,CREDIT_PLATINUM,ACTIVE,2026-01-23,2031-01-22,50000000.0,6.71,True
833,900,CARD0000000833,CREDIT_GOLD,BLOCKED,2022-12-27,2027-12-26,20000000.0,15.12,True
834,900,CARD0000000834,CREDIT_GOLD,ACTIVE,2023-04-19,2028-04-17,50000000.0,29.28,True
835,901,CARD0000000835,CREDIT_GOLD,ACTIVE,2025-03-06,2030-03-05,200000000.0,54.48,True
836,901,CARD0000000836,DEBIT,ACTIVE,2025-01-15,2030-01-14,0.0,0.0,True
837,903,CARD0000000837,CREDIT_GOLD,ACTIVE,2022-01-09,2027-01-08,30000000.0,60.06,True
838,904,CARD0000000838,DEBIT,ACTIVE,2024-06-06,2029-06-05,0.0,0.0,True
839,906,CARD0000000839,DEBIT,ACTIVE,2023-10-22,2028-10-20,0.0,0.0,True
840,907,CARD0000000840,DEBIT,ACTIVE,2025-11-08,2030-11-07,0.0,0.0,True
841,908,CARD0000000841,CREDIT_GOLD,ACTIVE,2026-04-29,2031-04-28,20000000.0,54.98,True
842,908,CARD0000000842,CREDIT_PLATINUM,ACTIVE,2021-12-18,2026-12-17,300000000.0,36.92,True
843,909,CARD0000000843,DEBIT,ACTIVE,2023-11-07,2028-11-05,0.0,0.0,True
844,909,CARD0000000844,DEBIT,ACTIVE,2022-03-23,2027-03-22,0.0,0.0,True
845,911,CARD0000000845,CREDIT_PLATINUM,BLOCKED,2023-01-19,2028-01-18,200000000.0,50.34,True
846,912,CARD0000000846,CREDIT_STANDARD,EXPIRED,2021-05-25,2026-05-24,50000000.0,45.0,True
847,913,CARD0000000847,CREDIT_STANDARD,ACTIVE,2025-01-17,2030-01-16,200000000.0,62.1,True
848,914,CARD0000000848,CREDIT_STANDARD,ACTIVE,2022-08-18,2027-08-17,300000000.0,40.69,True
849,914,CARD0000000849,CREDIT_GOLD,EXPIRED,2021-07-06,2026-07-05,300000000.0,32.11,True
850,915,CARD0000000850,CREDIT_GOLD,EXPIRED,2021-05-12,2026-05-11,300000000.0,25.3,True
851,915,CARD0000000851,CREDIT_PLATINUM,ACTIVE,2022-10-06,2027-10-05,20000000.0,62.0,True
852,917,CARD0000000852,DEBIT,ACTIVE,2026-05-12,2031-05-11,0.0,0.0,True
853,919,CARD0000000853,CREDIT_STANDARD,ACTIVE,2024-05-17,2029-05-16,300000000.0,32.47,True
854,920,CARD0000000854,CREDIT_STANDARD,ACTIVE,2022-02-05,2027-02-04,200000000.0,69.13,True
855,920,CARD0000000855,CREDIT_STANDARD,BLOCKED,2024-07-18,2029-07-17,30000000.0,77.25,True
856,921,CARD0000000856,CREDIT_STANDARD,ACTIVE,2024-12-30,2029-12-29,200000000.0,67.75,False
857,921,CARD0000000857,CREDIT_GOLD,ACTIVE,2021-11-06,2026-11-05,120000000.0,59.86,True
858,922,CARD0000000858,DEBIT,ACTIVE,2025-08-22,2030-08-21,0.0,0.0,True
859,923,CARD0000000859,CREDIT_STANDARD,ACTIVE,2023-09-17,2028-09-15,50000000.0,68.25,True
860,924,CARD0000000860,DEBIT,ACTIVE,2021-11-02,2026-11-01,0.0,0.0,True
861,927,CARD0000000861,CREDIT_PLATINUM,ACTIVE,2022-12-01,2027-11-30,30000000.0,34.38,True
862,927,CARD0000000862,CREDIT_STANDARD,ACTIVE,2024-09-05,2029-09-04,200000000.0,28.2,True
863,928,CARD0000000863,DEBIT,ACTIVE,2022-06-30,2027-06-29,0.0,0.0,True
864,931,CARD0000000864,DEBIT,ACTIVE,2024-02-14,2029-02-12,0.0,0.0,True
865,931,CARD0000000865,CREDIT_PLATINUM,ACTIVE,2025-08-12,2030-08-11,200000000.0,33.66,True
866,932,CARD0000000866,DEBIT,ACTIVE,2026-04-17,2031-04-16,0.0,0.0,True
867,933,CARD0000000867,CREDIT_GOLD,ACTIVE,2025-08-28,2030-08-27,20000000.0,74.48,False
868,934,CARD0000000868,CREDIT_GOLD,ACTIVE,2023-01-21,2028-01-20,200000000.0,71.03,True
869,935,CARD0000000869,CREDIT_GOLD,ACTIVE,2022-04-13,2027-04-12,300000000.0,41.23,True
870,937,CARD0000000870,CREDIT_PLATINUM,EXPIRED,2021-06-19,2026-06-18,120000000.0,44.21,True
871,938,CARD0000000871,CREDIT_GOLD,ACTIVE,2024-03-07,2029-03-06,300000000.0,34.43,True
872,939,CARD0000000872,DEBIT,ACTIVE,2024-08-12,2029-08-11,0.0,0.0,True
873,940,CARD0000000873,CREDIT_PLATINUM,BLOCKED,2025-08-08,2030-08-07,20000000.0,24.22,True
874,940,CARD0000000874,DEBIT,ACTIVE,2023-11-08,2028-11-06,0.0,0.0,True
875,941,CARD0000000875,DEBIT,ACTIVE,2023-10-21,2028-10-19,0.0,0.0,True
876,942,CARD0000000876,CREDIT_STANDARD,ACTIVE,2022-03-22,2027-03-21,20000000.0,45.9,True
877,943,CARD0000000877,CREDIT_STANDARD,BLOCKED,2022-02-15,2027-02-14,50000000.0,26.68,False
878,943,CARD0000000878,CREDIT_PLATINUM,BLOCKED,2023-01-20,2028-01-19,120000000.0,21.7,True
879,944,CARD0000000879,DEBIT,ACTIVE,2024-02-17,2029-02-15,0.0,0.0,True
880,945,CARD0000000880,CREDIT_GOLD,ACTIVE,2024-08-16,2029-08-15,50000000.0,30.18,True
881,947,CARD0000000881,DEBIT,ACTIVE,2022-07-29,2027-07-28,0.0,0.0,True
882,948,CARD0000000882,DEBIT,ACTIVE,2022-06-08,2027-06-07,0.0,0.0,True
883,949,CARD0000000883,DEBIT,ACTIVE,2024-07-08,2029-07-07,0.0,0.0,True
884,950,CARD0000000884,DEBIT,ACTIVE,2025-04-22,2030-04-21,0.0,0.0,True
885,950,CARD0000000885,DEBIT,ACTIVE,2022-11-07,2027-11-06,0.0,0.0,True
886,951,CARD0000000886,CREDIT_STANDARD,ACTIVE,2025-09-09,2030-09-08,20000000.0,81.6,True
887,952,CARD0000000887,CREDIT_PLATINUM,ACTIVE,2025-03-08,2030-03-07,120000000.0,32.63,True
888,953,CARD0000000888,CREDIT_GOLD,ACTIVE,2025-12-26,2030-12-25,200000000.0,10.44,True
889,955,CARD0000000889,CREDIT_GOLD,ACTIVE,2022-06-18,2027-06-17,200000000.0,80.34,True
890,958,CARD0000000890,DEBIT,ACTIVE,2024-09-17,2029-09-16,0.0,0.0,True
891,959,CARD0000000891,DEBIT,ACTIVE,2024-11-09,2029-11-08,0.0,0.0,True
892,960,CARD0000000892,DEBIT,ACTIVE,2021-11-15,2026-11-14,0.0,0.0,True
893,961,CARD0000000893,CREDIT_STANDARD,ACTIVE,2022-07-11,2027-07-10,200000000.0,27.08,True
894,963,CARD0000000894,CREDIT_STANDARD,ACTIVE,2021-12-29,2026-12-28,300000000.0,48.17,True
895,964,CARD0000000895,DEBIT,ACTIVE,2025-09-10,2030-09-09,0.0,0.0,True
896,964,CARD0000000896,CREDIT_STANDARD,ACTIVE,2023-01-07,2028-01-06,200000000.0,69.72,True
897,965,CARD0000000897,CREDIT_STANDARD,ACTIVE,2025-08-22,2030-08-21,50000000.0,66.26,False
898,965,CARD0000000898,DEBIT,ACTIVE,2026-03-05,2031-03-04,0.0,0.0,True
899,966,CARD0000000899,DEBIT,ACTIVE,2021-11-24,2026-11-23,0.0,0.0,True
900,967,CARD0000000900,DEBIT,BLOCKED,2026-03-09,2031-03-08,0.0,0.0,True
901,969,CARD0000000901,CREDIT_STANDARD,ACTIVE,2023-02-19,2028-02-18,20000000.0,80.04,True
902,969,CARD0000000902,DEBIT,ACTIVE,2022-01-30,2027-01-29,0.0,0.0,True
903,971,CARD0000000903,CREDIT_GOLD,ACTIVE,2026-01-03,2031-01-02,120000000.0,31.26,True
904,972,CARD0000000904,CREDIT_PLATINUM,ACTIVE,2022-12-20,2027-12-19,30000000.0,46.26,True
905,973,CARD0000000905,DEBIT,ACTIVE,2022-02-19,2027-02-18,0.0,0.0,True
906,973,CARD0000000906,CREDIT_STANDARD,ACTIVE,2025-02-11,2030-02-10,30000000.0,60.48,True
907,974,CARD0000000907,CREDIT_GOLD,BLOCKED,2022-05-05,2027-05-04,200000000.0,71.96,True
908,975,CARD0000000908,DEBIT,ACTIVE,2022-11-25,2027-11-24,0.0,0.0,True
909,975,CARD0000000909,DEBIT,ACTIVE,2021-10-08,2026-10-07,0.0,0.0,True
910,976,CARD0000000910,CREDIT_GOLD,ACTIVE,2026-05-13,2031-05-12,30000000.0,67.17,False
911,977,CARD0000000911,DEBIT,ACTIVE,2023-07-22,2028-07-20,0.0,0.0,True
912,977,CARD0000000912,DEBIT,ACTIVE,2025-01-28,2030-01-27,0.0,0.0,True
913,978,CARD0000000913,CREDIT_GOLD,EXPIRED,2021-03-27,2026-03-26,30000000.0,49.25,True
914,981,CARD0000000914,DEBIT,ACTIVE,2023-02-20,2028-02-19,0.0,0.0,True
915,982,CARD0000000915,DEBIT,ACTIVE,2026-04-09,2031-04-08,0.0,0.0,True
916,984,CARD0000000916,DEBIT,ACTIVE,2026-01-01,2030-12-31,0.0,0.0,True
917,984,CARD0000000917,CREDIT_PLATINUM,ACTIVE,2025-04-05,2030-04-04,120000000.0,62.28,True
918,986,CARD0000000918,CREDIT_STANDARD,ACTIVE,2024-08-30,2029-08-29,30000000.0,29.73,True
919,986,CARD0000000919,DEBIT,EXPIRED,2021-07-12,2026-07-11,0.0,0.0,True
920,987,CARD0000000920,DEBIT,ACTIVE,2024-05-12,2029-05-11,0.0,0.0,True
921,988,CARD0000000921,DEBIT,ACTIVE,2025-10-13,2030-10-12,0.0,0.0,True
922,989,CARD0000000922,CREDIT_PLATINUM,EXPIRED,2021-04-06,2026-04-05,80000000.0,62.49,True
923,990,CARD0000000923,CREDIT_STANDARD,ACTIVE,2024-12-29,2029-12-28,30000000.0,73.82,True
924,991,CARD0000000924,DEBIT,ACTIVE,2025-06-22,2030-06-21,0.0,0.0,True
925,992,CARD0000000925,CREDIT_STANDARD,ACTIVE,2024-09-18,2029-09-17,200000000.0,2.0,True
926,992,CARD0000000926,DEBIT,ACTIVE,2025-05-20,2030-05-19,0.0,0.0,True
927,996,CARD0000000927,CREDIT_STANDARD,ACTIVE,2025-02-27,2030-02-26,80000000.0,27.13,True
928,996,CARD0000000928,DEBIT,ACTIVE,2025-11-27,2030-11-26,0.0,0.0,True
929,997,CARD0000000929,DEBIT,ACTIVE,2023-11-06,2028-11-04,0.0,0.0,True
930,997,CARD0000000930,CREDIT_STANDARD,ACTIVE,2026-02-03,2031-02-02,50000000.0,63.01,True
931,998,CARD0000000931,CREDIT_STANDARD,ACTIVE,2022-08-17,2027-08-16,20000000.0,58.61,True
932,999,CARD0000000932,CREDIT_PLATINUM,ACTIVE,2025-05-11,2030-05-10,120000000.0,54.02,True
933,1000,CARD0000000933,DEBIT,ACTIVE,2023-08-21,2028-08-19,0.0,0.0,True
934,1000,CARD0000000934,DEBIT,ACTIVE,2026-03-27,2031-03-26,0.0,0.0,True
935,1001,CARD0000000935,CREDIT_STANDARD,ACTIVE,2025-01-25,2030-01-24,80000000.0,62.47,True
936,1002,CARD0000000936,DEBIT,ACTIVE,2022-02-24,2027-02-23,0.0,0.0,True
937,1003,CARD0000000937,DEBIT,ACTIVE,2026-01-02,2031-01-01,0.0,0.0,True
938,1005,CARD0000000938,CREDIT_PLATINUM,ACTIVE,2023-07-07,2028-07-05,80000000.0,75.77,True
939,1006,CARD0000000939,DEBIT,ACTIVE,2025-09-24,2030-09-23,0.0,0.0,True
940,1007,CARD0000000940,DEBIT,ACTIVE,2024-01-19,2029-01-17,0.0,0.0,True
941,1007,CARD0000000941,DEBIT,ACTIVE,2026-02-12,2031-02-11,0.0,0.0,True
942,1008,CARD0000000942,CREDIT_STANDARD,ACTIVE,2025-12-17,2030-12-16,30000000.0,76.54,True
943,1008,CARD0000000943,CREDIT_STANDARD,EXPIRED,2021-08-19,2026-08-18,80000000.0,21.68,True
944,1009,CARD0000000944,DEBIT,ACTIVE,2024-06-29,2029-06-28,0.0,0.0,True
945,1010,CARD0000000945,DEBIT,ACTIVE,2025-06-21,2030-06-20,0.0,0.0,True
946,1011,CARD0000000946,CREDIT_GOLD,ACTIVE,2025-09-06,2030-09-05,30000000.0,9.86,True
947,1013,CARD0000000947,DEBIT,EXPIRED,2021-07-16,2026-07-15,0.0,0.0,True
948,1014,CARD0000000948,CREDIT_STANDARD,ACTIVE,2023-06-23,2028-06-21,200000000.0,70.5,True
949,1016,CARD0000000949,CREDIT_GOLD,ACTIVE,2026-05-22,2031-05-21,50000000.0,31.64,True
950,1018,CARD0000000950,DEBIT,ACTIVE,2021-09-05,2026-09-04,0.0,0.0,True
951,1018,CARD0000000951,DEBIT,ACTIVE,2022-06-24,2027-06-23,0.0,0.0,True
952,1019,CARD0000000952,DEBIT,ACTIVE,2024-04-26,2029-04-25,0.0,0.0,True
953,1019,CARD0000000953,CREDIT_GOLD,ACTIVE,2024-10-12,2029-10-11,120000000.0,74.36,True
954,1021,CARD0000000954,CREDIT_PLATINUM,ACTIVE,2024-06-10,2029-06-09,80000000.0,41.65,True
955,1023,CARD0000000955,DEBIT,ACTIVE,2024-06-10,2029-06-09,0.0,0.0,True
956,1024,CARD0000000956,CREDIT_PLATINUM,ACTIVE,2025-10-13,2030-10-12,200000000.0,59.05,True
957,1025,CARD0000000957,DEBIT,ACTIVE,2026-04-25,2031-04-24,0.0,0.0,True
958,1025,CARD0000000958,DEBIT,ACTIVE,2022-09-18,2027-09-17,0.0,0.0,True
959,1027,CARD0000000959,CREDIT_STANDARD,ACTIVE,2023-09-02,2028-08-31,20000000.0,25.44,True
960,1028,CARD0000000960,DEBIT,EXPIRED,2021-04-16,2026-04-15,0.0,0.0,True
961,1030,CARD0000000961,DEBIT,ACTIVE,2023-05-17,2028-05-15,0.0,0.0,True
962,1031,CARD0000000962,CREDIT_PLATINUM,EXPIRED,2021-05-17,2026-05-16,50000000.0,76.51,True
963,1031,CARD0000000963,CREDIT_STANDARD,ACTIVE,2024-10-13,2029-10-12,50000000.0,31.52,True
964,1033,CARD0000000964,DEBIT,ACTIVE,2023-06-13,2028-06-11,0.0,0.0,True
965,1034,CARD0000000965,DEBIT,ACTIVE,2021-09-23,2026-09-22,0.0,0.0,True
966,1034,CARD0000000966,DEBIT,EXPIRED,2021-08-02,2026-08-01,0.0,0.0,True
967,1035,CARD0000000967,DEBIT,ACTIVE,2022-01-25,2027-01-24,0.0,0.0,True
968,1036,CARD0000000968,DEBIT,ACTIVE,2023-06-21,2028-06-19,0.0,0.0,True
969,1036,CARD0000000969,CREDIT_PLATINUM,ACTIVE,2022-09-24,2027-09-23,80000000.0,5.52,True
970,1037,CARD0000000970,DEBIT,ACTIVE,2023-04-20,2028-04-18,0.0,0.0,True
971,1037,CARD0000000971,CREDIT_PLATINUM,ACTIVE,2024-12-06,2029-12-05,200000000.0,65.76,True
972,1038,CARD0000000972,CREDIT_STANDARD,ACTIVE,2024-03-04,2029-03-03,50000000.0,61.39,True
973,1038,CARD0000000973,CREDIT_PLATINUM,ACTIVE,2023-07-30,2028-07-28,80000000.0,76.93,True
974,1039,CARD0000000974,CREDIT_GOLD,ACTIVE,2022-05-28,2027-05-27,200000000.0,56.5,True
975,1039,CARD0000000975,DEBIT,EXPIRED,2021-04-16,2026-04-15,0.0,0.0,True
976,1041,CARD0000000976,CREDIT_GOLD,ACTIVE,2024-04-14,2029-04-13,80000000.0,51.79,True
977,1041,CARD0000000977,CREDIT_GOLD,ACTIVE,2025-10-28,2030-10-27,80000000.0,22.96,True
978,1045,CARD0000000978,CREDIT_STANDARD,ACTIVE,2025-09-13,2030-09-12,50000000.0,57.52,True
979,1046,CARD0000000979,CREDIT_PLATINUM,EXPIRED,2021-04-29,2026-04-28,30000000.0,26.9,True
980,1046,CARD0000000980,DEBIT,ACTIVE,2024-03-21,2029-03-20,0.0,0.0,True
981,1048,CARD0000000981,DEBIT,ACTIVE,2024-10-03,2029-10-02,0.0,0.0,True
982,1051,CARD0000000982,CREDIT_GOLD,ACTIVE,2026-01-16,2031-01-15,80000000.0,2.01,True
983,1053,CARD0000000983,CREDIT_STANDARD,ACTIVE,2025-12-09,2030-12-08,50000000.0,30.85,True
984,1053,CARD0000000984,CREDIT_GOLD,ACTIVE,2022-12-10,2027-12-09,200000000.0,33.7,True
985,1054,CARD0000000985,CREDIT_GOLD,ACTIVE,2025-02-07,2030-02-06,30000000.0,84.28,True
986,1055,CARD0000000986,DEBIT,ACTIVE,2022-10-02,2027-10-01,0.0,0.0,True
987,1056,CARD0000000987,DEBIT,ACTIVE,2024-05-24,2029-05-23,0.0,0.0,True
988,1057,CARD0000000988,CREDIT_GOLD,ACTIVE,2022-07-17,2027-07-16,120000000.0,34.69,False
989,1059,CARD0000000989,CREDIT_PLATINUM,ACTIVE,2021-11-18,2026-11-17,20000000.0,38.56,True
990,1061,CARD0000000990,DEBIT,ACTIVE,2024-12-10,2029-12-09,0.0,0.0,True
991,1064,CARD0000000991,CREDIT_GOLD,ACTIVE,2022-10-16,2027-10-15,300000000.0,77.15,True
992,1064,CARD0000000992,DEBIT,ACTIVE,2026-05-18,2031-05-17,0.0,0.0,True
993,1065,CARD0000000993,CREDIT_STANDARD,ACTIVE,2025-11-07,2030-11-06,50000000.0,63.07,True
994,1065,CARD0000000994,DEBIT,ACTIVE,2026-05-06,2031-05-05,0.0,0.0,True
995,1066,CARD0000000995,DEBIT,ACTIVE,2024-01-02,2028-12-31,0.0,0.0,True
996,1069,CARD0000000996,CREDIT_STANDARD,ACTIVE,2024-02-14,2029-02-12,80000000.0,36.92,False
997,1069,CARD0000000997,CREDIT_GOLD,EXPIRED,2021-04-06,2026-04-05,200000000.0,67.66,True
998,1070,CARD0000000998,DEBIT,ACTIVE,2024-12-04,2029-12-03,0.0,0.0,True
999,1072,CARD0000000999,DEBIT,ACTIVE,2023-05-02,2028-04-30,0.0,0.0,True
1000,1072,CARD0000001000,DEBIT,ACTIVE,2023-10-18,2028-10-16,0.0,0.0,True
1001,1074,CARD0000001001,DEBIT,ACTIVE,2024-01-15,2029-01-13,0.0,0.0,True
1002,1076,CARD0000001002,DEBIT,ACTIVE,2024-05-01,2029-04-30,0.0,0.0,True
1003,1076,CARD0000001003,DEBIT,ACTIVE,2023-09-27,2028-09-25,0.0,0.0,True
1004,1077,CARD0000001004,DEBIT,ACTIVE,2023-03-07,2028-03-05,0.0,0.0,True
1005,1077,CARD0000001005,CREDIT_GOLD,ACTIVE,2023-05-28,2028-05-26,300000000.0,21.02,True
1006,1079,CARD0000001006,DEBIT,ACTIVE,2023-10-31,2028-10-29,0.0,0.0,True
1007,1080,CARD0000001007,DEBIT,ACTIVE,2025-04-02,2030-04-01,0.0,0.0,True
1008,1080,CARD0000001008,CREDIT_STANDARD,ACTIVE,2023-09-17,2028-09-15,20000000.0,80.16,True
1009,1081,CARD0000001009,CREDIT_STANDARD,EXPIRED,2021-07-27,2026-07-26,80000000.0,13.44,False
1010,1081,CARD0000001010,DEBIT,ACTIVE,2024-05-11,2029-05-10,0.0,0.0,True
1011,1082,CARD0000001011,CREDIT_PLATINUM,ACTIVE,2023-10-11,2028-10-09,20000000.0,82.14,True
1012,1082,CARD0000001012,DEBIT,ACTIVE,2026-06-24,2031-06-23,0.0,0.0,True
1013,1083,CARD0000001013,CREDIT_STANDARD,ACTIVE,2025-06-22,2030-06-21,20000000.0,26.08,True
1014,1084,CARD0000001014,DEBIT,ACTIVE,2024-03-31,2029-03-30,0.0,0.0,True
1015,1086,CARD0000001015,CREDIT_PLATINUM,ACTIVE,2021-11-06,2026-11-05,80000000.0,8.86,True
1016,1086,CARD0000001016,CREDIT_PLATINUM,EXPIRED,2021-03-07,2026-03-06,30000000.0,2.0,True
1017,1087,CARD0000001017,CREDIT_PLATINUM,ACTIVE,2025-11-15,2030-11-14,300000000.0,17.79,True
1018,1087,CARD0000001018,DEBIT,ACTIVE,2022-06-07,2027-06-06,0.0,0.0,True
1019,1089,CARD0000001019,DEBIT,ACTIVE,2022-01-21,2027-01-20,0.0,0.0,True
1020,1091,CARD0000001020,CREDIT_STANDARD,ACTIVE,2026-02-09,2031-02-08,300000000.0,16.5,True
1021,1092,CARD0000001021,CREDIT_PLATINUM,ACTIVE,2022-03-24,2027-03-23,200000000.0,0.9,True
1022,1094,CARD0000001022,CREDIT_PLATINUM,ACTIVE,2025-01-15,2030-01-14,120000000.0,17.58,True
1023,1096,CARD0000001023,CREDIT_PLATINUM,ACTIVE,2024-09-10,2029-09-09,300000000.0,20.19,True
1024,1096,CARD0000001024,DEBIT,ACTIVE,2022-04-13,2027-04-12,0.0,0.0,True
1025,1098,CARD0000001025,CREDIT_GOLD,ACTIVE,2024-08-23,2029-08-22,50000000.0,34.4,True
1026,1101,CARD0000001026,CREDIT_PLATINUM,ACTIVE,2023-08-01,2028-07-30,50000000.0,20.97,True
1027,1101,CARD0000001027,DEBIT,ACTIVE,2022-03-26,2027-03-25,0.0,0.0,True
1028,1102,CARD0000001028,DEBIT,BLOCKED,2021-10-08,2026-10-07,0.0,0.0,True
1029,1103,CARD0000001029,CREDIT_PLATINUM,EXPIRED,2021-06-04,2026-06-03,120000000.0,23.15,False
1030,1104,CARD0000001030,DEBIT,ACTIVE,2024-05-02,2029-05-01,0.0,0.0,True
1031,1105,CARD0000001031,DEBIT,ACTIVE,2023-03-29,2028-03-27,0.0,0.0,True
1032,1107,CARD0000001032,CREDIT_STANDARD,ACTIVE,2024-12-17,2029-12-16,80000000.0,26.93,True
1033,1109,CARD0000001033,CREDIT_STANDARD,ACTIVE,2021-11-22,2026-11-21,80000000.0,34.08,True
1034,1111,CARD0000001034,CREDIT_STANDARD,BLOCKED,2023-04-29,2028-04-27,300000000.0,14.94,True
1035,1113,CARD0000001035,DEBIT,ACTIVE,2025-05-08,2030-05-07,0.0,0.0,True
1036,1114,CARD0000001036,CREDIT_STANDARD,ACTIVE,2022-02-12,2027-02-11,120000000.0,59.11,True
1037,1114,CARD0000001037,DEBIT,ACTIVE,2023-12-31,2028-12-29,0.0,0.0,True
1038,1117,CARD0000001038,CREDIT_PLATINUM,ACTIVE,2021-10-08,2026-10-07,120000000.0,66.74,True
1039,1118,CARD0000001039,DEBIT,BLOCKED,2025-12-20,2030-12-19,0.0,0.0,True
1040,1119,CARD0000001040,CREDIT_GOLD,EXPIRED,2021-03-09,2026-03-08,80000000.0,31.02,True
1041,1121,CARD0000001041,DEBIT,ACTIVE,2022-01-09,2027-01-08,0.0,0.0,True
1042,1122,CARD0000001042,CREDIT_GOLD,ACTIVE,2021-10-16,2026-10-15,30000000.0,24.85,True
1043,1123,CARD0000001043,DEBIT,ACTIVE,2024-04-10,2029-04-09,0.0,0.0,True
1044,1124,CARD0000001044,CREDIT_GOLD,ACTIVE,2023-03-24,2028-03-22,30000000.0,34.05,True
1045,1126,CARD0000001045,DEBIT,ACTIVE,2023-11-21,2028-11-19,0.0,0.0,True
1046,1127,CARD0000001046,DEBIT,ACTIVE,2022-11-08,2027-11-07,0.0,0.0,True
1047,1128,CARD0000001047,CREDIT_GOLD,ACTIVE,2026-03-08,2031-03-07,20000000.0,4.92,True
1048,1130,CARD0000001048,DEBIT,ACTIVE,2021-10-31,2026-10-30,0.0,0.0,True
1049,1131,CARD0000001049,DEBIT,ACTIVE,2024-05-29,2029-05-28,0.0,0.0,True
1050,1131,CARD0000001050,DEBIT,ACTIVE,2022-10-18,2027-10-17,0.0,0.0,True
1051,1132,CARD0000001051,CREDIT_GOLD,ACTIVE,2023-01-25,2028-01-24,20000000.0,77.42,True
1052,1133,CARD0000001052,DEBIT,ACTIVE,2023-11-27,2028-11-25,0.0,0.0,True
1053,1135,CARD0000001053,DEBIT,ACTIVE,2022-09-23,2027-09-22,0.0,0.0,True
